rndrng_prvdr_geo_lvl,rndrng_prvdr_geo_cd,rndrng_prvdr_geo_desc,drg_cd,drg_desc,tot_dschrgs,avg_submtd_cvrd_chrg,avg_tot_pymt_amt,avg_mdcr_pymt_amt,year
State,06,California,089,CONCUSSION WITH CC,187,72919.417112,11126.73262,8564.540107,2019
State,06,California,090,CONCUSSION WITHOUT CC/MCC,66,68021.151515,10117.530303,6184.9545455,2019
State,06,California,091,OTHER DISORDERS OF NERVOUS SYSTEM WITH MCC,1530,102770.13333,16066.202614,14408.45817,2019
State,06,California,092,OTHER DISORDERS OF NERVOUS SYSTEM WITH CC,1770,64439.067797,9680.3853107,8078.2225989,2019
State,06,California,093,OTHER DISORDERS OF NERVOUS SYSTEM WITHOUT CC/MCC,530,54300.437736,8312.4924528,6132.4509434,2019
State,06,California,094,BACTERIAL AND TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM WITH MCC,132,198410.61364,38490.636364,33121.530303,2019
State,06,California,095,BACTERIAL AND TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM WITH CC,116,147487.00862,30319.25,19939.043103,2019
State,06,California,096,BACTERIAL AND TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM WITHOUT CC/MCC,31,131707.12903,25036.387097,16237.258065,2019
State,06,California,097,NON-BACTERIAL INFECTION OF NERVOUS SYSTEM EXCEPT VIRAL MENINGITIS WITH MCC,206,254239.12621,45550.097087,37247.941748,2019
State,06,California,098,NON-BACTERIAL INFECTION OF NERVOUS SYSTEM EXCEPT VIRAL MENINGITIS WITH CC,148,130635.49324,19470.574324,17104.668919,2019
State,06,California,099,NON-BACTERIAL INFECTION OF NERVOUS SYSTEM EXCEPT VIRAL MENINGITIS WITHOUT CC/MCC,37,76174.054054,13144.621622,11063.648649,2019
State,06,California,100,SEIZURES WITH MCC,2224,110904.3125,18879.264388,16912.33768,2019
State,06,California,101,SEIZURES WITHOUT MCC,3326,59450.269994,9457.1202646,7696.6319904,2019
State,06,California,102,HEADACHES WITH MCC,105,80845.257143,11429.666667,9573.6761905,2019
State,06,California,103,HEADACHES WITHOUT MCC,672,53970.693452,8452.1696429,6599.4732143,2019
State,06,California,113,ORBITAL PROCEDURES WITH CC/MCC,45,138902.44444,26466.955556,23700.755556,2019
State,06,California,115,EXTRAOCULAR PROCEDURES EXCEPT ORBIT,61,112754.81967,17200.901639,14718.590164,2019
State,06,California,116,INTRAOCULAR PROCEDURES WITH CC/MCC,38,136165.63158,26638.368421,21559.921053,2019
State,06,California,117,INTRAOCULAR PROCEDURES WITHOUT CC/MCC,18,83334.5,12273.388889,9860.8888889,2019
State,06,California,121,ACUTE MAJOR EYE INFECTIONS WITH CC/MCC,64,79306.15625,16169.25,12257.140625,2019
State,06,California,122,ACUTE MAJOR EYE INFECTIONS WITHOUT CC/MCC,20,37430.2,12754.4,7068.45,2019
State,06,California,123,NEUROLOGICAL EYE DISORDERS,234,64964.974359,8482.7393162,6436.6153846,2019
State,06,California,124,OTHER DISORDERS OF THE EYE WITH MCC,85,87876.541176,15612.411765,12590.082353,2019
State,06,California,125,OTHER DISORDERS OF THE EYE WITHOUT MCC,296,60044.554054,9734.4932432,7513.3817568,2019
State,06,California,129,MAJOR HEAD AND NECK PROCEDURES WITH CC/MCC OR MAJOR DEVICE,207,211677.30435,33767.956522,29417.560386,2019
State,06,California,130,MAJOR HEAD AND NECK PROCEDURES WITHOUT CC/MCC,81,121333.09877,19183.975309,15073.160494,2019
State,06,California,131,CRANIAL AND FACIAL PROCEDURES WITH CC/MCC,159,153736.79874,29065.918239,26285.169811,2019
State,06,California,132,CRANIAL AND FACIAL PROCEDURES WITHOUT CC/MCC,55,94226.927273,17979.236364,14482.963636,2019
State,06,California,133,"OTHER EAR, NOSE, MOUTH AND THROAT O.R. PROCEDURES WITH CC/MCC",168,151183.83333,25877.416667,23077.690476,2019
State,06,California,134,"OTHER EAR, NOSE, MOUTH AND THROAT O.R. PROCEDURES WITHOUT CC/MCC",78,94433.333333,16258.974359,12730.935897,2019
State,06,California,135,SINUS AND MASTOID PROCEDURES WITH CC/MCC,34,140322.64706,28283.529412,21519.441176,2019
State,06,California,137,MOUTH PROCEDURES WITH CC/MCC,60,114637.76667,17882.4,15623.833333,2019
State,06,California,138,MOUTH PROCEDURES WITHOUT CC/MCC,27,80101.148148,10054.666667,8331.4074074,2019
State,06,California,139,SALIVARY GLAND PROCEDURES,27,86766.333333,12485.888889,9916.4814815,2019
State,06,California,146,"EAR, NOSE, MOUTH AND THROAT MALIGNANCY WITH MCC",102,183247.5098,30518.764706,27554.343137,2019
State,06,California,147,"EAR, NOSE, MOUTH AND THROAT MALIGNANCY WITH CC",84,97289.5,15334,12285.214286,2019
State,06,California,148,"EAR, NOSE, MOUTH AND THROAT MALIGNANCY WITHOUT CC/MCC",17,47645.529412,8649.7058824,7281.9411765,2019
State,06,California,149,DYSEQUILIBRIUM,1235,50691.862348,7350.9538462,5755.9740891,2019
State,06,California,150,EPISTAXIS WITH MCC,84,72866.952381,13119.25,11837.357143,2019
State,06,California,151,EPISTAXIS WITHOUT MCC,142,42523.119718,6759.8591549,5638.9788732,2019
State,06,California,152,OTITIS MEDIA AND URI WITH MCC,263,68106.13308,10994.935361,9142.9885932,2019
State,06,California,153,OTITIS MEDIA AND URI WITHOUT MCC,546,48345.056777,7795.6849817,6076.6996337,2019
State,06,California,154,"OTHER EAR, NOSE, MOUTH AND THROAT DIAGNOSES WITH MCC",189,97575.899471,15842.31746,14412.470899,2019
State,06,California,155,"OTHER EAR, NOSE, MOUTH AND THROAT DIAGNOSES WITH CC",306,58020.519608,9530.9117647,7852.5294118,2019
State,06,California,156,"OTHER EAR, NOSE, MOUTH AND THROAT DIAGNOSES WITHOUT CC/MCC",121,44002.487603,7449.9256198,5446.0826446,2019
State,06,California,157,DENTAL AND ORAL DISEASES WITH MCC,186,91887.860215,18057.037634,15975.053763,2019
State,06,California,158,DENTAL AND ORAL DISEASES WITH CC,279,56132.551971,9343.9641577,7556.3333333,2019
State,06,California,159,DENTAL AND ORAL DISEASES WITHOUT CC/MCC,54,43185.092593,7974.0925926,5689.2962963,2019
State,06,California,163,MAJOR CHEST PROCEDURES WITH MCC,893,306660.52184,51304.711086,46503.7514,2019
State,06,California,164,MAJOR CHEST PROCEDURES WITH CC,1167,181927.04884,27486.995716,23273.481577,2019
State,06,California,165,MAJOR CHEST PROCEDURES WITHOUT CC/MCC,527,125516.63567,19484.86907,15085.182163,2019
State,06,California,166,OTHER RESPIRATORY SYSTEM O.R. PROCEDURES WITH MCC,1087,260760.97148,41617.50322,37100.528979,2019
State,06,California,167,OTHER RESPIRATORY SYSTEM O.R. PROCEDURES WITH CC,513,122844.4191,19283.701754,16433.241715,2019
State,06,California,168,OTHER RESPIRATORY SYSTEM O.R. PROCEDURES WITHOUT CC/MCC,159,97234.880503,14531.194969,10435.006289,2019
State,06,California,175,PULMONARY EMBOLISM WITH MCC OR ACUTE COR PULMONALE,1821,92376.638111,14503.892916,12312.738056,2019
State,06,California,176,PULMONARY EMBOLISM WITHOUT MCC,1679,61413.025015,9215.0786182,7267.7224538,2019
State,06,California,177,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC,6203,111931.12155,17515.922457,15748.013381,2019
State,06,California,178,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH CC,2074,78492.933462,12545.93298,10855.525072,2019
State,06,California,179,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITHOUT CC/MCC,337,62193.727003,9284.5489614,7778.347181,2019
State,06,California,180,RESPIRATORY NEOPLASMS WITH MCC,1528,115434.45484,18117.965969,15862.783377,2019
State,06,California,181,RESPIRATORY NEOPLASMS WITH CC,684,75186.726608,12268.549708,9946.502924,2019
State,06,California,182,RESPIRATORY NEOPLASMS WITHOUT CC/MCC,37,58521.081081,8663.9189189,7120.4054054,2019
State,06,California,183,MAJOR CHEST TRAUMA WITH MCC,416,116822.62981,17681.324519,14738.786058,2019
State,06,California,184,MAJOR CHEST TRAUMA WITH CC,848,86117.53184,11485.694575,9304.3195755,2019
State,06,California,185,MAJOR CHEST TRAUMA WITHOUT CC/MCC,249,64362.365462,8525.2891566,6758.8554217,2019
State,06,California,186,PLEURAL EFFUSION WITH MCC,711,87115.499297,15138.102672,13242.590717,2019
State,06,California,187,PLEURAL EFFUSION WITH CC,429,65558.344988,10857.937063,9027.0745921,2019
State,06,California,188,PLEURAL EFFUSION WITHOUT CC/MCC,68,50891.294118,7942.3382353,6668.4852941,2019
State,06,California,189,PULMONARY EDEMA AND RESPIRATORY FAILURE,8987,82136.601981,12670.696562,11025.552353,2019
State,06,California,190,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH MCC,9156,72136.673329,11433.620795,10009.416885,2019
State,06,California,191,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH CC,3608,57809.790188,9056.1316519,7665.875,2019
State,06,California,192,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITHOUT CC/MCC,1403,46221.650036,7403.9907341,6151.4290805,2019
State,06,California,193,SIMPLE PNEUMONIA AND PLEURISY WITH MCC,10838,81491.085901,12440.871471,10873.567632,2019
State,06,California,194,SIMPLE PNEUMONIA AND PLEURISY WITH CC,6531,56439.050988,8829.1878732,7183.3794212,2019
State,06,California,195,SIMPLE PNEUMONIA AND PLEURISY WITHOUT CC/MCC,1530,44918.270588,7053.4843137,5449.9235294,2019
State,06,California,196,INTERSTITIAL LUNG DISEASE WITH MCC,764,114498.9712,16939.375654,14566.057592,2019
State,06,California,197,INTERSTITIAL LUNG DISEASE WITH CC,199,69955.859296,10710.090452,9092.3718593,2019
State,06,California,198,INTERSTITIAL LUNG DISEASE WITHOUT CC/MCC,43,43296.325581,7448.5116279,5990.7906977,2019
State,06,California,199,PNEUMOTHORAX WITH MCC,515,118647.34369,18437.681553,16038.547573,2019
State,06,California,200,PNEUMOTHORAX WITH CC,690,78201.978261,11309.837681,9297.8797101,2019
State,06,California,201,PNEUMOTHORAX WITHOUT CC/MCC,83,51537.012048,8046.5662651,5833.7349398,2019
State,06,California,202,BRONCHITIS AND ASTHMA WITH CC/MCC,3124,61624.620679,9418.2240717,7691.7301536,2019
State,06,California,203,BRONCHITIS AND ASTHMA WITHOUT CC/MCC,563,45501.063943,7404.8330373,5532.5612789,2019
State,06,California,204,RESPIRATORY SIGNS AND SYMPTOMS,503,51344.763419,8184.7534791,6713.5646123,2019
State,06,California,205,OTHER RESPIRATORY SYSTEM DIAGNOSES WITH MCC,918,107225.34858,17970.33878,15469.617647,2019
State,06,California,206,OTHER RESPIRATORY SYSTEM DIAGNOSES WITHOUT MCC,886,50495.667043,8903.7133183,7400.1060948,2019
State,06,California,207,RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT >96 HOURS,1484,350019.01887,58833.153639,52895.927224,2019
State,06,California,208,RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT <=96 HOURS,3612,170089.56257,25007.133167,22951.752215,2019
State,06,California,215,OTHER HEART ASSIST SYSTEM IMPLANT,699,534166.86838,120815.03863,114227.81259,2019
State,06,California,216,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITH CARDIAC CATHETERIZATION WIT,483,655524.18012,116267.01242,104274.20704,2019
State,06,California,217,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITH CARDIAC CATHETERIZATION WIT,125,445622.216,72611.76,61505.696,2019
State,06,California,219,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION,1359,559443.35173,92897.923473,83637.101545,2019
State,06,California,220,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION,1161,397855.29716,62363.390181,50750.303187,2019
State,06,California,221,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION,127,276281.27559,48268.15748,39543.818898,2019
State,06,California,222,"CARDIAC DEFIBRILLATOR IMPLANT WITH CARDIAC CATHETERIZATION WITH AMI, HF OR SHOCK WITH MC",123,473434.57724,91090.666667,76268.178862,2019
State,06,California,223,"CARDIAC DEFIBRILLATOR IMPLANT WITH CARDIAC CATHETERIZATION WITH AMI, HF OR SHOCK WITHOUT",20,288791.95,66698.65,49248.2,2019
State,06,California,224,"CARDIAC DEFIBRILLATOR IMPLANT WITH CARDIAC CATHETERIZATION WITHOUT AMI, HF OR SHOCK WITH",188,449991,80188.765957,67197.718085,2019
State,06,California,225,"CARDIAC DEFIBRILLATOR IMPLANT WITH CARDIAC CATHETERIZATION WITHOUT AMI, HF OR SHOCK WITH",124,280745.6371,55268.104839,49512.201613,2019
State,06,California,226,CARDIAC DEFIBRILLATOR IMPLANT WITHOUT CARDIAC CATHETERIZATION WITH MCC,420,331603.57857,64122.578571,59894.264286,2019
State,06,California,227,CARDIAC DEFIBRILLATOR IMPLANT WITHOUT CARDIAC CATHETERIZATION WITHOUT MCC,277,263078.79061,50377.046931,44032.129964,2019
State,06,California,228,OTHER CARDIOTHORACIC PROCEDURES WITH MCC,676,384825.70858,69430.926036,65424.29142,2019
State,06,California,229,OTHER CARDIOTHORACIC PROCEDURES WITHOUT MCC,808,233095.18936,44969.92698,40658.261139,2019
State,06,California,231,CORONARY BYPASS WITH PTCA WITH MCC,65,647792.18462,103803.46154,80976.261538,2019
State,06,California,232,CORONARY BYPASS WITH PTCA WITHOUT MCC,35,449895.37143,102058.37143,53268.8,2019
State,06,California,233,CORONARY BYPASS WITH CARDIAC CATHETERIZATION WITH MCC,1018,526954.74361,76294.214145,68644.679764,2019
State,06,California,234,CORONARY BYPASS WITH CARDIAC CATHETERIZATION WITHOUT MCC,774,376339.98966,51626.789406,43683.222222,2019
State,06,California,235,CORONARY BYPASS WITHOUT CARDIAC CATHETERIZATION WITH MCC,720,422356.35694,64034.179167,54765.129167,2019
State,06,California,236,CORONARY BYPASS WITHOUT CARDIAC CATHETERIZATION WITHOUT MCC,1079,293871.97127,43222.695088,33992.011121,2019
State,06,California,239,AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS EXCEPT UPPER LIMB AND TOE WITH MCC,795,246666.46415,43727.557233,40404.242767,2019
State,06,California,240,AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS EXCEPT UPPER LIMB AND TOE WITH CC,564,152724.1117,26673.705674,24458.469858,2019
State,06,California,241,AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS EXCEPT UPPER LIMB AND TOE WITHOUT CC/MCC,27,121656,14862.592593,13471.074074,2019
State,06,California,242,PERMANENT CARDIAC PACEMAKER IMPLANT WITH MCC,1544,203027.13731,34463.464378,31951.974093,2019
State,06,California,243,PERMANENT CARDIAC PACEMAKER IMPLANT WITH CC,1941,139699.30397,24066.462648,21436.696033,2019
State,06,California,244,PERMANENT CARDIAC PACEMAKER IMPLANT WITHOUT CC/MCC,1035,113618.38357,19873.744928,17095.388406,2019
State,06,California,245,AICD GENERATOR PROCEDURES,145,260466.93793,52858.765517,45139.648276,2019
State,06,California,246,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH DRUG-ELUTING STENT WITH MCC OR 4+ ARTERIES O,3739,218190.71302,32692.416689,29255.200053,2019
State,06,California,247,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH DRUG-ELUTING STENT WITHOUT MCC,5180,145977.67703,20403.999614,16737.123359,2019
State,06,California,248,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH NON-DRUG-ELUTING STENT WITH MCC OR 4+ ARTERI,161,235464.04348,33060.608696,29071.136646,2019
State,06,California,249,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH NON-DRUG-ELUTING STENT WITHOUT MCC,143,134772.41259,18083.181818,15913.216783,2019
State,06,California,250,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITHOUT CORONARY ARTERY STENT WITH MCC,337,172995.26409,25963.605341,22956.537092,2019
State,06,California,251,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITHOUT CORONARY ARTERY STENT WITHOUT MCC,332,125615.43976,16363.403614,13394.487952,2019
State,06,California,252,OTHER VASCULAR PROCEDURES WITH MCC,3190,187582.30721,33225.766771,31006.282759,2019
State,06,California,253,OTHER VASCULAR PROCEDURES WITH CC,1513,166124.64904,26757.346993,23417.001322,2019
State,06,California,254,OTHER VASCULAR PROCEDURES WITHOUT CC/MCC,550,112821.48909,18596.8,14806.216364,2019
State,06,California,255,UPPER LIMB AND TOE AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS WITH MCC,229,130850.27074,24989.877729,22543.331878,2019
State,06,California,256,UPPER LIMB AND TOE AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS WITH CC,156,86025.301282,15862.75,13880.955128,2019
State,06,California,257,UPPER LIMB AND TOE AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS WITHOUT CC/MCC,14,63897.285714,11733.357143,10378.428571,2019
State,06,California,258,CARDIAC PACEMAKER DEVICE REPLACEMENT WITH MCC,52,155288.11538,28077.826923,25776.442308,2019
State,06,California,259,CARDIAC PACEMAKER DEVICE REPLACEMENT WITHOUT MCC,66,106757.57576,18896.651515,17336,2019
